Ship name,Year,Month,Day,Latitude,Longitude,Keyed wind direction,Magnetic wind direction,True wind direction,Keyed wind descriptors,Wind descriptors as text,Beaufort wind force,Wind speed (m/s),Keyed air temperature,Converted air temperature (C),Keyed pressure,Converted pressure (hPa)
Wexford                       ,1814,04,23, 38.3, -15.4,WXN       ,281,259,    058002,        Light Breeze, 2, 2.6, 6300,17.2,30360,1024.6
Wexford                       ,1814,04,24, 36.5, -15.7,NWXW      ,303,282,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,30280,1021.6
Prince Regent                 ,1814,05,17, 39.2, -13.2,V         ,   ,   ,       003,                Calm, 0, 0.0,     ,    ,     ,    
Prince Regent                 ,1814,05,18, 38.7, -14.2,SW        ,225,203,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Prince Regent                 ,1814,05,19, 37.8, -14.6,          ,   ,   ,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Thomas Grenville              ,1814,06,12, 33.7, -11.1,NW        ,315,305,    049002,        Fresh Breeze, 5, 9.3, 6500,18.3,30300,1022.0
Dorsetshire                   ,1814,06,12, 33.8, -10.7,WNW       ,292,279,    062002,     Pleasant Breeze, 4, 6.7, 6100,16.1,     ,    
Henry Addington 2             ,1814,06,12, 33.8, -11.2,NW        ,315,305,          ,                    ,  ,    , 6350,17.5,     ,    
Coutts                        ,1814,06,12, 33.7, -10.7,WNW       ,292,279,    049005,          Fresh Gale, 8,19.0, 6300,17.2,30230,1019.8
Wexford                       ,1814,06,12, 33.7, -10.4,W         ,270,256,          ,                    ,  ,    , 6500,18.3,30270,1021.0
Thomas Grenville              ,1814,06,13, 34.5,  -8.3,NWXW      ,303,290,    060002,     Moderate Breeze, 4, 6.7, 6500,18.3,30320,1022.7
Dorsetshire                   ,1814,06,13, 34.6,  -8.2,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6100,16.1,     ,    
Henry Addington 2             ,1814,06,13, 34.5,  -8.4,NXW       ,348,335,    067002,       Steady Breeze, 5, 9.3, 6300,17.2,     ,    
Thomas Grenville              ,1814,06,18, 36.2,  -9.6,NE        , 45, 21,    058002,        Light Breeze, 2, 2.6, 5800,14.4,30660,1035.0
Dorsetshire                   ,1814,06,18, 36.1,  -9.6,NE        , 45, 21,    058002,        Light Breeze, 2, 2.6, 6175,16.5,     ,    
Henry Addington 2             ,1814,06,18, 36.1,  -9.6,V         ,   ,   ,       003,                Calm, 0, 0.0, 5800,14.4,     ,    
Coutts                        ,1814,06,18, 36.1,  -9.9,NEXN      , 33, 10,       003,                Calm, 0, 0.0, 5700,13.9,30510,1030.0
Wexford                       ,1814,06,18, 36.1, -10.6,NEXN      , 33, 10,    058015,          Light Wind,  ,    , 5700,13.9,30510,1030.0
Thomas Grenville              ,1814,06,19, 36.0, -12.9,VNW       ,   ,   ,    058002,        Light Breeze, 2, 2.6, 5900,15.0,30550,1031.2
Dorsetshire                   ,1814,06,19, 36.1, -12.9,NWXW      ,303,280,    049002,        Fresh Breeze, 5, 9.3, 5875,14.9,     ,    
Henry Addington 2             ,1814,06,19, 36.0, -12.8,WNW       ,292,269,    048002,         Fine Breeze, 5, 9.3, 5800,14.4,     ,    
Coutts                        ,1814,06,19, 36.0, -13.1,NWXW      ,303,280,    060002,     Moderate Breeze, 4, 6.7, 5700,13.9,30490,1029.3
Wexford                       ,1814,06,19, 36.4, -13.3,NXE       , 11,347,       015,                Wind,  ,    , 5900,15.0,30300,1022.8
Lady Castlereagh              ,1814,06,19, 38.8, -13.1,NEXN      , 33, 12,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Ann 1                         ,1814,06,19, 38.7, -13.1,NEXN      , 33, 12,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Tigris 2                      ,1814,06,19, 38.7, -13.4,NEXN      , 33, 12,    067002,       Steady Breeze, 5, 9.3, 6550,18.6,     ,    
Indus                         ,1814,06,19, 38.7, -13.4,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Lady Carrington               ,1814,06,19, 38.6, -12.9,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Thomas Grenville              ,1814,06,20, 36.0, -13.9,NW        ,315,291,    058002,        Light Breeze, 2, 2.6, 5900,15.0,30600,1032.9
Dorsetshire                   ,1814,06,20, 36.1, -14.6,WNW       ,292,266,          ,                    ,  ,    , 5750,14.2,     ,    
Henry Addington 2             ,1814,06,20, 36.1, -14.1,WNW       ,292,266,    058015,          Light Wind,  ,    , 5900,15.0,     ,    
Coutts                        ,1814,06,20, 35.9, -13.7,NWXW      ,303,279,    058001,           Light Air, 1, 1.0, 5700,13.9,30450,1028.0
Wexford                       ,1814,06,20, 36.5, -14.7,NNE       , 22,356,    058001,           Light Air, 1, 1.0, 6000,15.6,30360,1024.7
Lady Castlereagh              ,1814,06,20, 36.9, -13.6,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Ann 1                         ,1814,06,20, 36.9, -14.0,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Tigris 2                      ,1814,06,20, 36.9, -14.1,NNE       , 22,  1,          ,                    ,  ,    , 6900,20.6,     ,    
Indus                         ,1814,06,20, 36.9, -14.3,NE        , 45, 23,    067015,         Steady Wind,  ,    ,     ,    ,     ,    
Lady Carrington               ,1814,06,20, 36.9, -13.5,NE        , 45, 23,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Lady Castlereagh              ,1814,06,21, 34.6, -14.1,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Ann 1                         ,1814,06,21, 34.6, -14.5,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3,     ,    ,     ,    
Tigris 2                      ,1814,06,21, 34.5, -14.7,NE        , 45, 23,    067002,       Steady Breeze, 5, 9.3, 6800,20.0,     ,    
Indus                         ,1814,06,21, 34.6, -14.7,          ,   ,   ,    067015,         Steady Wind,  ,    , 6900,20.6,     ,    
Lady Carrington               ,1814,06,21, 34.6, -14.1,          ,   ,   ,    060   ,            Moderate, 4, 6.7,     ,    ,     ,    
Lady Castlereagh              ,1814,06,22, 33.1, -15.2,NE        , 45, 24,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Tigris 2                      ,1814,06,22, 33.1, -15.7,NE        , 45, 24,    067002,       Steady Breeze, 5, 9.3, 6950,20.8,     ,    
Indus                         ,1814,06,22, 33.1, -15.9,NE        , 45, 24,    060002,     Moderate Breeze, 4, 6.7, 7000,21.1,     ,    
Lady Carrington               ,1814,06,22, 33.1, -15.3,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
