Ship name,Year,Month,Day,Latitude,Longitude,Keyed wind direction,Magnetic wind direction,True wind direction,Keyed wind descriptors,Wind descriptors as text,Beaufort wind force,Wind speed (m/s),Keyed air temperature,Converted air temperature (C),Keyed pressure,Converted pressure (hPa)
Ceres 4                       ,1804,07,04, 33.8, -14.2,EXN       , 78, 58,    049002,        Fresh Breeze, 5, 9.3, 7100,21.7,     ,    
Taunton Castle                ,1804,07,04, 33.7, -14.5,NE        , 45, 25,          ,                    ,  ,    , 7200,22.2,30150,1016.3
Experiment 4                  ,1804,07,04, 33.8, -14.4,NE        , 45, 25,    067002,       Steady Breeze, 5, 9.3, 7175,22.1,     ,    
Lord Eldon                    ,1804,07,04, 33.7, -14.8,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Arniston                      ,1804,07,04, 33.8, -14.5,NE        , 45, 25,          ,                    ,  ,    , 7100,21.7,     ,    
Royal Charlotte 5             ,1804,07,04, 33.8, -14.9,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 7300,22.8,     ,    
Cuffnells                     ,1804,07,04, 33.7, -14.5,NE        , 45, 25,          ,                    ,  ,    ,     ,    ,29960,1008.8
Walthamstow                   ,1804,07,20, 32.7, -14.8,NNW       ,337,329,    049002,        Fresh Breeze, 5, 9.3, 6450,18.1,     ,    
United Kingdom                ,1804,07,20, 39.6, -13.4,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7200,22.2,     ,    
Airly Castle                  ,1804,07,20, 39.8, -13.0,NEXE      , 56, 49,          ,                    ,  ,    , 6800,20.0,30250,1020.6
Lord Hawkesbury               ,1804,07,20, 39.8, -12.8,NE        , 45, 22,    062005,       Pleasant Gale, 5, 9.3, 6900,20.6,     ,    
Walthamstow                   ,1804,07,21, 33.5, -12.3,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6000,15.6,     ,    
United Kingdom                ,1804,07,21, 36.8, -14.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7600,24.4,     ,    
Airly Castle                  ,1804,07,21, 36.9, -14.4,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6900,20.6,30300,1021.9
Lord Hawkesbury               ,1804,07,21, 36.9, -14.1,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 7100,21.7,     ,    
Walthamstow                   ,1804,07,22, 34.5, -10.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6000,15.6,     ,    
United Kingdom                ,1804,07,22, 34.0, -16.0,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 7500,23.9,     ,    
Airly Castle                  ,1804,07,22, 34.2, -15.7,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 7000,21.1,30240,1019.5
Lord Hawkesbury               ,1804,07,22, 34.1, -15.5,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 7300,22.8,     ,    
Experiment 4                  ,1804,09,10, 34.2, -15.9,SSW       ,202,194,    049005,          Fresh Gale, 8,19.0,     ,    ,     ,    
Lord Eldon                    ,1804,09,10, 34.1, -16.0,SSW       ,202,194,    059015,         Little Wind, 2, 2.6,     ,    ,     ,    
Experiment 4                  ,1804,09,12, 35.4, -11.6,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Lord Eldon                    ,1804,09,12, 35.4, -11.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Bombay Castle                 ,1805,03,04, 39.0, -12.6,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6, 5900,15.0,30250,1021.3
Henry Addington 2             ,1805,03,04, 39.1, -13.3,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6300,17.2,     ,    
Wexford                       ,1805,03,04, 39.0, -12.8,EXN       , 78, 55,    058001,           Light Air, 1, 1.0, 6100,16.1,     ,    
Royal George 4                ,1805,03,04, 39.1, -13.1,          ,   ,   ,          ,                    ,  ,    , 6000,15.6,     ,    
Bombay Castle                 ,1805,03,05, 37.9, -13.3,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6300,17.2,30400,1025.9
Henry Addington 2             ,1805,03,05, 38.0, -13.8,NE        , 45, 23,          ,                    ,  ,    , 6300,17.2,     ,    
Wexford                       ,1805,03,05, 38.0, -13.3,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6025,15.7,     ,    
Royal George 4                ,1805,03,05, 38.0, -14.7,ENE       , 67, 46,          ,                    ,  ,    ,     ,    ,     ,    
Bombay Castle                 ,1805,03,06, 36.8, -14.0,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6100,16.1,30300,1022.6
Henry Addington 2             ,1805,03,06, 36.8, -14.7,          ,   ,   ,    058015,          Light Wind,  ,    , 6400,17.8,     ,    
Wexford                       ,1805,03,06, 36.8, -14.3,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6100,16.1,     ,    
Royal George 4                ,1805,03,06, 36.8, -14.4,          ,   ,   ,          ,                    ,  ,    , 6100,16.1,     ,    
Bombay Castle                 ,1805,03,07, 35.9, -14.6,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6000,15.6,30300,1022.6
Henry Addington 2             ,1805,03,07, 35.9, -15.2,          ,   ,   ,          ,                    ,  ,    , 6600,18.9,     ,    
Wexford                       ,1805,03,07, 36.5, -14.8,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6300,17.2,     ,    
Royal George 4                ,1805,03,07, 35.9, -15.1,E         , 90, 68,          ,                    ,  ,    , 6100,16.1,     ,    
Bombay Castle                 ,1805,03,08, 34.6, -15.2,WNW       ,292,271,    058002,        Light Breeze, 2, 2.6, 6100,16.1,30300,1022.4
Henry Addington 2             ,1805,03,08, 34.7, -15.9,NWXW      ,303,282,    060002,     Moderate Breeze, 4, 6.7, 6500,18.3,     ,    
Wexford                       ,1805,03,08, 34.6, -15.6,V         ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6250,16.9,     ,    
Royal George 4                ,1805,03,08, 34.6, -15.8,WNW       ,292,271,          ,                    ,  ,    ,     ,    ,     ,    
Ocean 4                       ,1805,03,21, 39.8, -14.7,SW        ,225,202,    049002,        Fresh Breeze, 5, 9.3, 5700,13.9,29100,982.7
Carmarthen                    ,1805,03,21, 39.7, -14.8,V         ,   ,   ,    049005,          Fresh Gale, 8,19.0, 5600,13.3,     ,    
Carmarthen                    ,1805,03,21, 39.7, -14.8,V         ,   ,   ,    049005,          Fresh Gale, 8,19.0, 5600,13.3,     ,    
Ocean 4                       ,1805,03,22, 38.2, -13.9,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5300,11.7,29600,999.8
Carmarthen                    ,1805,03,22, 38.2, -13.7,NW        ,315,293,    049002,        Fresh Breeze, 5, 9.3, 5400,12.2,     ,    
Carmarthen                    ,1805,03,22, 38.2, -13.7,NW        ,315,293,    049002,        Fresh Breeze, 5, 9.3, 5400,12.2,     ,    
Lord Duncan                   ,1805,03,23, 38.1, -15.7,V         ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 6200,16.7,     ,    
Ocean 4                       ,1805,03,23, 35.7, -14.2,          ,   ,   ,    060   ,            Moderate, 4, 6.7, 5400,12.2,29700,1002.9
Carmarthen                    ,1805,03,23, 35.6, -14.0,NNW       ,337,316,    060   ,            Moderate, 4, 6.7, 5250,11.4,     ,    
Carmarthen                    ,1805,03,23, 35.6, -14.0,NNW       ,337,316,    060   ,            Moderate, 4, 6.7, 5250,11.4,     ,    
Ocean 4                       ,1805,03,24, 34.5, -14.8,NE        , 45, 23,    067002,       Steady Breeze, 5, 9.3, 5700,13.9,29760,1004.6
Earl Howe                     ,1805,03,25, 37.7, -13.8,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 5700,13.9,     ,    
Charlton                      ,1805,03,25, 37.6, -13.6,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 4800, 8.9,     ,    
Phoenix 5                     ,1805,03,25, 37.7, -13.4,          ,   ,   ,          ,                    ,  ,    , 5700,13.9,     ,    
Surrey 1                      ,1805,03,25, 37.7, -13.6,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3,     ,    ,29700,1000.7
Charlton                      ,1805,03,26, 34.9, -13.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7, 4800, 8.9,     ,    
Phoenix 5                     ,1805,03,26, 34.9, -13.5,          ,   ,   ,          ,                    ,  ,    , 5700,13.9,     ,    
Surrey 1                      ,1805,03,26, 34.9, -13.7,          ,   ,   ,          ,                    ,  ,    ,     ,    ,29900,1007.2
Charlton                      ,1805,03,27, 33.0, -15.6,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 4800, 8.9,     ,    
Phoenix 5                     ,1805,03,27, 33.0, -15.8,NNE       , 22,  2,          ,                    ,  ,    , 5500,12.8,     ,    
City of London                ,1805,07,02, 35.2,  -8.9,          ,   ,   ,          ,                    ,  ,    , 5450,12.5,     ,    
Hope 2                        ,1805,07,02, 35.2,  -8.4,W         ,270,258,    060   ,            Moderate, 4, 6.7, 5500,12.8,30350,1024.7
Phoenix 5                     ,1805,07,29, 33.5,  -8.7,          ,   ,   ,          ,                    ,  ,    , 5900,15.0,29400,992.1
Tigris 2                      ,1805,09,17, 39.6, -13.8,SW        ,225,202,          ,                    ,  ,    , 7200,22.2,30400,1025.2
William Pitt 2                ,1805,09,17, 39.5, -13.8,SWXS      ,213,190,          ,                    ,  ,    ,     ,    ,     ,    
Streatham 4                   ,1805,09,17, 39.6, -13.5,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 7100,21.7,     ,    
Sir William Pultney           ,1805,09,17, 39.7, -14.2,WSW       ,247,224,          ,                    ,  ,    , 7200,22.2,     ,    
Europe 2                      ,1805,09,17, 39.7, -14.0,VSW       ,   ,   ,    058001,           Light Air, 1, 1.0, 7100,21.7,     ,    
Ann 1                         ,1805,09,17, 39.6, -14.1,SW        ,225,202,    058002,        Light Breeze, 2, 2.6,     ,    ,29800,1005.3
Glory                         ,1805,09,17, 39.6, -13.3,SSW       ,202,179,          ,                    ,  ,    , 7200,22.2,     ,    
Northumberland 5              ,1805,09,17, 39.6, -12.4,SWXS      ,213,190,          ,                    ,  ,    ,     ,    ,     ,    
Tigris 2                      ,1805,09,18, 39.6, -15.1,SW        ,225,202,          ,                    ,  ,    , 7300,22.8,30000,1011.7
William Pitt 2                ,1805,09,18, 39.6, -15.1,          ,   ,   ,    055005,     Increasing Gale,  ,    ,     ,    ,     ,    
Europe 2                      ,1805,09,18, 39.6, -15.3,SSW       ,202,179,       005,                Gale,  ,    , 7250,22.5,     ,    
Ann 1                         ,1805,09,18, 39.6, -15.2,SWXW      ,236,213,    049002,        Fresh Breeze, 5, 9.3,     ,    ,29760,1003.9
Glory                         ,1805,09,18, 39.7, -14.3,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 7400,23.3,     ,    
Northumberland 5              ,1805,09,18, 39.6, -13.4,          ,   ,   ,       005,                Gale,  ,    , 7000,21.1,29450,993.4
Tigris 2                      ,1805,09,19, 39.1, -14.8,NNW       ,337,314,    060   ,            Moderate, 4, 6.7, 7100,21.7,30500,1028.6
William Pitt 2                ,1805,09,19, 39.0, -15.0,NNE       , 22,359,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Sir William Pultney           ,1805,09,19, 39.1, -15.2,NW        ,315,292,    060002,     Moderate Breeze, 4, 6.7, 7300,22.8,     ,    
Europe 2                      ,1805,09,19, 39.0, -15.5,NWXN      ,326,303,    060   ,            Moderate, 4, 6.7, 7200,22.2,     ,    
Ann 1                         ,1805,09,19, 39.0, -15.1,E         , 90, 67,    058001,           Light Air, 1, 1.0,     ,    ,29900,1008.6
Glory                         ,1805,09,19, 39.1, -14.3,NW        ,315,292,    058002,        Light Breeze, 2, 2.6, 7100,21.7,     ,    
Northumberland 5              ,1805,09,19, 39.1, -13.7,NNE       , 22,359,    080   ,          Moderating,  ,    , 7050,21.4,29910,1008.8
Tigris 2                      ,1805,09,20, 38.8, -14.5,SSW       ,202,181,       003,                Calm, 0, 0.0, 7200,22.2,30600,1031.9
William Pitt 2                ,1805,09,20, 38.8, -14.9,SWXS      ,213,192,    058001,           Light Air, 1, 1.0, 7300,22.8,     ,    
Streatham 4                   ,1805,09,20, 38.8, -16.0,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7300,22.8,     ,    
Sir William Pultney           ,1805,09,20, 38.9, -15.2,SW        ,225,203,          ,                    ,  ,    , 7300,22.8,     ,    
Europe 2                      ,1805,09,20, 38.8, -14.7,VSW       ,   ,   ,    058001,           Light Air, 1, 1.0, 7200,22.2,     ,    
Ann 1                         ,1805,09,20, 38.8, -15.0,S         ,180,158,    058001,           Light Air, 1, 1.0,     ,    ,29960,1010.6
Glory                         ,1805,09,20, 38.8, -14.3,SWXS      ,213,192,    058001,           Light Air, 1, 1.0, 7400,23.3,     ,    
Northumberland 5              ,1805,09,20, 38.8, -13.9,SW        ,225,203,    058001,           Light Air, 1, 1.0, 7250,22.5,30150,1016.7
Tigris 2                      ,1805,09,21, 38.2, -15.1,SE        ,135,113,       003,                Calm, 0, 0.0, 7000,21.1,30600,1032.0
William Pitt 2                ,1805,09,21, 38.4, -15.0,SXE       ,168,147,    058001,           Light Air, 1, 1.0, 6900,20.6,     ,    
Europe 2                      ,1805,09,21, 38.4, -15.8,V         ,   ,   ,       003,                Calm, 0, 0.0, 7200,22.2,     ,    
Glory                         ,1805,09,21, 38.3, -14.3,V         ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 7100,21.7,     ,    
Northumberland 5              ,1805,09,21, 38.3, -14.5,SXE       ,168,147,    049002,        Fresh Breeze, 5, 9.3, 7050,21.4,30150,1016.8
William Pitt 2                ,1805,09,23, 36.1, -15.6,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7300,22.8,     ,    
Ann 1                         ,1805,09,23, 36.1, -15.5,VW        ,   ,   ,    058001,           Light Air, 1, 1.0,     ,    ,29800,1005.0
Glory                         ,1805,09,23, 36.1, -14.7,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7300,22.8,     ,    
Northumberland 5              ,1805,09,23, 36.1, -15.7,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7275,22.6,29880,1007.3
Glory                         ,1805,09,24, 35.7, -15.6,V         ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 7600,24.4,     ,    
Northumberland 5              ,1805,09,24, 35.7, -15.8,SXW       ,191,170,    049002,        Fresh Breeze, 5, 9.3, 7450,23.6,29750,1002.7
Glory                         ,1805,09,25, 35.6, -15.4,V         ,   ,   ,          ,                    ,  ,    , 7600,24.4,     ,    
Glory                         ,1805,09,27, 35.3, -15.5,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7600,24.4,     ,    
Ann 1                         ,1805,12,12, 32.4, -13.8,SSE       ,157,148,          ,                    ,  ,    , 6900,20.6,29850,1006.3
Alnwick Castle                ,1806,03,10, 38.5, -14.2,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5800,14.4,     ,    
Elphinstone                   ,1806,03,10, 38.5, -14.2,          ,   ,   ,          ,                    ,  ,    , 5900,15.0,29830,1007.1
Sir William Bensley           ,1806,03,10, 38.5, -14.0,          ,   ,   ,          ,                    ,  ,    , 5900,15.0,     ,    
Lady Jane Dundas              ,1806,03,10, 38.5, -14.0,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 5800,14.4,     ,    
Bengal                        ,1806,03,10, 38.5, -13.9,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6100,16.1,29500,995.8
David Scott 2                 ,1806,03,10, 38.5, -14.3,          ,   ,   ,          ,                    ,  ,    , 5700,13.9,     ,    
Lady Jane Dundas              ,1806,03,13, 32.7, -15.9,WSW       ,247,227,       002,              Breeze,  ,    , 6300,17.2,     ,    
Alnwick Castle                ,1806,03,18, 32.7, -15.8,SW        ,225,205,          ,                    ,  ,    , 6600,18.9,     ,    
Sir William Bensley           ,1806,03,18, 32.6, -16.0,V         ,   ,   ,    058015,          Light Wind,  ,    , 6600,18.9,     ,    
Lord Nelson                   ,1806,04,06, 38.9, -11.3,SSW       ,202,181,    042049,       Blowing Fresh, 6,12.3, 6000,15.6,29800,1006.0
Lord Melville 1               ,1806,04,06, 39.0, -11.8,          ,   ,   ,          ,                    ,  ,    , 5900,15.0,30540,1031.1
Alexander 3                   ,1806,04,06, 39.0, -12.2,SSW       ,202,179,    042049,       Blowing Fresh, 6,12.3, 6000,15.6,     ,    
Lord Nelson                   ,1806,04,07, 38.6, -11.4,NWXN      ,326,304,    060   ,            Moderate, 4, 6.7,     ,    ,30000,1012.8
Lord Melville 1               ,1806,04,07, 38.6, -11.7,N         ,360,338,    069002,       Strong Breeze, 6,12.3, 6000,15.6,30300,1022.9
Alexander 3                   ,1806,04,07, 38.6, -11.8,NWXW      ,303,282,    016060,       More Moderate,  ,    , 6100,16.1,     ,    
Ocean 6                       ,1806,06,18, 38.2, -13.8,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6800,20.0,     ,    
Harriet 3                     ,1806,06,18, 38.5, -13.8,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 6400,17.8,30100,1015.8
Lord Eldon                    ,1806,06,18, 38.4, -13.6,          ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Tottenham                     ,1806,06,19, 36.8, -13.3,          ,   ,   ,    058   ,               Light,  ,    , 6500,18.3,29900,1008.8
Ocean 6                       ,1806,06,19, 36.8, -13.7,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6800,20.0,     ,    
Harriet 3                     ,1806,06,19, 36.7, -13.7,          ,   ,   ,          ,                    ,  ,    , 6400,17.8,30100,1015.6
Lord Eldon                    ,1806,06,19, 36.8, -13.5,VNNW      ,   ,   ,          ,                    ,  ,    ,     ,    ,     ,    
Tottenham                     ,1806,06,20, 36.1, -13.3,E         , 90, 68,    058001,           Light Air, 1, 1.0, 7200,22.2,30000,1011.4
Ocean 6                       ,1806,06,20, 36.3, -13.6,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 6800,20.0,     ,    
Harriet 3                     ,1806,06,20, 36.4, -13.8,          ,   ,   ,       003,                Calm, 0, 0.0, 6700,19.4,30200,1018.7
Lord Eldon                    ,1806,06,20, 36.7, -13.6,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Tottenham                     ,1806,06,21, 35.5, -13.4,          ,   ,   ,       003,                Calm, 0, 0.0, 6950,20.8,30100,1015.0
Ocean 6                       ,1806,06,21, 35.5, -14.1,          ,   ,   ,    058001,           Light Air, 1, 1.0, 6900,20.6,     ,    
Harriet 3                     ,1806,06,21, 35.5, -13.8,V         ,   ,   ,    750015,      Unsettled Wind,  ,    , 7000,21.1,30000,1011.6
Lord Eldon                    ,1806,06,21, 35.5, -13.9,NW        ,315,293,    058015,          Light Wind,  ,    ,     ,    ,     ,    
Lord Melville 1               ,1806,06,21, 35.6, -15.7,          ,   ,   ,          ,                    ,  ,    , 6400,17.8,30440,1027.0
Alexander 3                   ,1806,06,21, 35.6, -15.6,NNW       ,337,328,    062002,     Pleasant Breeze, 4, 6.7, 6000,15.6,30230,1020.2
Tottenham                     ,1806,06,22, 35.7, -13.8,V         ,   ,   ,          ,                    ,  ,    , 6900,20.6,30100,1015.0
Ocean 6                       ,1806,06,22, 35.5, -14.3,V         ,   ,   ,    058001,           Light Air, 1, 1.0, 7000,21.1,     ,    
Harriet 3                     ,1806,06,22, 35.5, -13.8,          ,   ,   ,       003,                Calm, 0, 0.0, 6900,20.6,30300,1021.8
Lord Eldon                    ,1806,06,22, 35.6, -14.3,WXN       ,281,259,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Lord Melville 1               ,1806,06,22, 36.4, -12.1,          ,   ,   ,    049005,          Fresh Gale, 8,19.0, 6255,17.0,30360,1024.5
Alexander 3                   ,1806,06,22, 36.3, -11.9,NNW       ,337,330,    043005,          Brisk Gale, 6,12.3, 6400,17.8,30200,1018.9
Tottenham                     ,1806,06,23, 35.1, -14.3,          ,   ,   ,    058001,           Light Air, 1, 1.0, 7100,21.7,30150,1016.5
Ocean 6                       ,1806,06,23, 35.1, -14.8,          ,   ,   ,    058001,           Light Air, 1, 1.0, 7200,22.2,     ,    
Harriet 3                     ,1806,06,23, 35.1, -14.7,S         ,180,158,          ,                    ,  ,    , 7000,21.1,30350,1023.3
Lord Eldon                    ,1806,06,23, 35.0, -14.6,SXE       ,168,147,       003,                Calm, 0, 0.0,     ,    ,     ,    
Lord Melville 1               ,1806,06,23, 36.5,  -9.2,          ,   ,   ,    067002,       Steady Breeze, 5, 9.3, 6000,15.6,30300,1022.7
Alexander 3                   ,1806,06,23, 36.1,  -9.9,WXS       ,258,248,    067002,       Steady Breeze, 5, 9.3,     ,    ,30170,1017.9
Lord Eldon                    ,1806,06,24, 34.2, -15.1,SSE       ,157,136,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Lord Eldon                    ,1806,06,25, 34.0, -15.3,N         ,360,340,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Ocean 6                       ,1806,06,26, 33.3, -15.8,NXW       ,348,328,    058002,        Light Breeze, 2, 2.6, 7300,22.8,     ,    
Lord Eldon                    ,1806,06,26, 33.4, -15.6,          ,   ,   ,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Royal Charlotte 5             ,1806,07,21, 32.3, -15.9,WSW       ,247,238,    060   ,            Moderate, 4, 6.7, 6100,16.1,     ,    
Marquis Wellesley             ,1806,07,22, 32.6, -14.3,V         ,   ,   ,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Arniston                      ,1806,07,22, 32.5, -14.4,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Royal Charlotte 5             ,1806,07,22, 32.5, -14.0,WSW       ,247,238,    058015,          Light Wind,  ,    , 6100,16.1,     ,    
Glatton 4                     ,1806,07,22, 32.6, -14.2,V         ,   ,   ,       015,                Wind,  ,    , 6000,15.6,     ,    
Marquis Wellesley             ,1806,07,23, 32.9, -13.0,V         ,   ,   ,    058001,           Light Air, 1, 1.0,     ,    ,     ,    
Arniston                      ,1806,07,23, 32.9, -12.7,N         ,360,351,    058002,        Light Breeze, 2, 2.6,     ,    ,     ,    
Royal Charlotte 5             ,1806,07,23, 32.8, -12.4,          ,   ,   ,    058015,          Light Wind,  ,    ,     ,    ,     ,    
Glatton 4                     ,1806,07,23, 32.8, -12.7,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 6450,18.1,     ,    
Marquis Wellesley             ,1806,07,24, 33.2, -10.6,NE        , 45, 33,    055002,   Increasing Breeze,  ,    , 6200,16.7,     ,    
Arniston                      ,1806,07,24, 33.2, -10.5,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7,     ,    ,     ,    
Royal Charlotte 5             ,1806,07,24, 33.1, -10.5,NNE       , 22, 10,    060002,     Moderate Breeze, 4, 6.7, 6400,17.8,     ,    
Glatton 4                     ,1806,07,24, 33.2, -10.4,NNE       , 22, 10,    067002,       Steady Breeze, 5, 9.3, 6700,19.4,     ,    
Marquis Wellesley             ,1806,07,25, 34.0,  -8.0,NE        , 45, 33,    055   ,          Increasing,  ,    , 6100,16.1,     ,    
Arniston                      ,1806,07,25, 34.0,  -8.2,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Royal Charlotte 5             ,1806,07,25, 34.0,  -8.2,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3,     ,    ,     ,    
Glatton 4                     ,1806,07,25, 34.0,  -8.3,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6400,17.8,     ,    
Georgiana 1                   ,1806,08,08, 33.0, -14.5,          ,   ,   ,    062002,     Pleasant Breeze, 4, 6.7,     ,    ,     ,    
Lord Nelson                   ,1806,08,22, 34.4,  -9.3,NNW       ,337,314,    055002,   Increasing Breeze,  ,    , 6050,15.8,     ,    
Harriet 3                     ,1806,08,29, 34.5,  -9.8,NNE       , 22, 10,    049005,          Fresh Gale, 8,19.0, 6200,16.7,30300,1022.3
Lord Eldon                    ,1806,08,29, 34.5, -10.0,NNE       , 22, 10,          ,                    ,  ,    ,     ,    ,     ,    
Earl Spencer 2                ,1806,09,12, 35.4, -13.5,NE        , 45, 23,    049002,        Fresh Breeze, 5, 9.3, 7200,22.2,     ,    
Sir Stephen Lushington        ,1806,09,12, 35.4, -13.9,NE        , 45, 23,    069002,       Strong Breeze, 6,12.3,     ,    ,     ,    
Earl Spencer 2                ,1806,09,13, 33.4, -15.7,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 7500,23.9,     ,    
Ocean 6                       ,1806,10,16, 33.7,  -9.2,          ,   ,   ,    069002,       Strong Breeze, 6,12.3, 6200,16.7,     ,    
Tottenham                     ,1806,10,20, 36.1, -13.0,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 6500,18.3,30000,1012.1
Admiral Gardner               ,1807,03,04, 39.8, -14.0,NE        , 45, 22,    049002,        Fresh Breeze, 5, 9.3, 5400,12.2,     ,    
Alfred 2                      ,1807,03,04, 39.8, -14.1,NEXN      , 33, 10,    062002,     Pleasant Breeze, 4, 6.7, 5300,11.7,29600,1000.0
Admiral Gardner               ,1807,03,05, 38.2, -14.3,          ,   ,   ,    060015,       Moderate Wind,  ,    , 5600,13.3,     ,    
Alfred 2                      ,1807,03,05, 38.1, -14.3,          ,   ,   ,    060002,     Moderate Breeze, 4, 6.7, 5500,12.8,30000,1013.2
Admiral Gardner               ,1807,03,06, 35.4, -14.8,NE        , 45, 23,    049005,          Fresh Gale, 8,19.0, 5400,12.2,     ,    
Alfred 2                      ,1807,03,06, 35.3, -14.9,          ,   ,   ,    049002,        Fresh Breeze, 5, 9.3, 5400,12.2,30100,1016.4
Admiral Gardner               ,1807,03,07, 33.1, -15.4,          ,   ,   ,    045002,    Declining Breeze,  ,    , 5600,13.3,     ,    
Alfred 2                      ,1807,03,07, 32.9, -15.6,          ,   ,   ,    058002,        Light Breeze, 2, 2.6, 5700,13.9,30000,1012.5
Devaynes                      ,1807,03,24, 32.3, -14.3,          ,   ,   ,       003,                Calm, 0, 0.0, 7400,23.3,30270,1020.0
Devaynes                      ,1807,03,24, 32.8, -14.3,          ,   ,   ,          ,                    ,  ,    , 7400,23.3,30270,1020.1
Carmarthen                    ,1807,03,24, 32.2, -13.3,EXN       , 78, 69,       003,                Calm, 0, 0.0, 7300,22.8,30240,1019.1
Carmarthen                    ,1807,03,24, 32.2, -13.3,EXN       , 78, 69,       003,                Calm, 0, 0.0, 7300,22.8,30240,1019.1
Devaynes                      ,1807,03,25, 32.6, -14.3,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6, 7300,22.8,30320,1021.8
Devaynes                      ,1807,03,25, 32.6, -14.3,V         ,   ,   ,    058002,        Light Breeze, 2, 2.6, 7300,22.8,30320,1021.8
Carmarthen                    ,1807,03,25, 32.7, -12.9,E         , 90, 81,    058002,        Light Breeze, 2, 2.6, 7400,23.3,30200,1017.7
Carmarthen                    ,1807,03,25, 32.7, -12.9,E         , 90, 81,    058002,        Light Breeze, 2, 2.6, 7400,23.3,30200,1017.7
Devaynes                      ,1807,03,26, 33.1, -14.4,          ,   ,   ,    055002,   Increasing Breeze,  ,    , 7200,22.2,30360,1023.3
Carmarthen                    ,1807,03,26, 33.1, -12.9,EXS       ,101, 92,    058002,        Light Breeze, 2, 2.6, 7500,23.9,30250,1019.3
Carmarthen                    ,1807,03,26, 33.1, -12.9,EXS       ,101, 92,    058002,        Light Breeze, 2, 2.6, 7500,23.9,30250,1019.3
